REG_ANS;Trimestre;Ano;ValorDespesas
317896;1T;2025;2498416.31
314366;1T;2025;212798.34
314366;1T;2025;19689.48
314366;1T;2025;618159.31
315796;1T;2025;3474243.16
315796;1T;2025;2457162.3
315796;1T;2025;4566558.93
315796;1T;2025;3928.33
315796;1T;2025;3953.33
315796;1T;2025;9.29
315796;1T;2025;9578.21
315796;1T;2025;2251266.29
315796;1T;2025;1525.44
315796;1T;2025;1052789.39
315796;1T;2025;1059021.51
315796;1T;2025;2095.37
315796;1T;2025;395600.43
315796;1T;2025;67.23
315796;1T;2025;161208.04
315796;1T;2025;171831.63
315796;1T;2025;25486.49
315796;1T;2025;3905.88
315796;1T;2025;36117.74
315796;1T;2025;10737836.73
315796;1T;2025;23671.43
315796;1T;2025;5200858.75
315796;1T;2025;4787629.21
315796;1T;2025;5882.28
315796;1T;2025;3904130.32
315796;1T;2025;1926.9
315796;1T;2025;1561898.62
315796;1T;2025;1816788.54
315796;1T;2025;2235649.42
315796;1T;2025;1350.0
315796;1T;2025;435010.25
315796;1T;2025;588609.88
315796;1T;2025;1581313.79
315796;1T;2025;273221.3
315796;1T;2025;438855.71
315796;1T;2025;120.75
315796;1T;2025;3090.03
315796;1T;2025;2519103.44
315796;1T;2025;19999.33
315796;1T;2025;2327144.47
315796;1T;2025;6955444.98
315796;1T;2025;1000166.84
315796;1T;2025;144569.39
315796;1T;2025;374763.21
316849;1T;2025;1680720.58
316997;1T;2025;276371.17
316997;1T;2025;24395.99
316997;1T;2025;1217073.08
316997;1T;2025;6446.67
316997;1T;2025;462924.11
316997;1T;2025;53089.83
317144;1T;2025;6819940.56
317144;1T;2025;698374.17
317144;1T;2025;19290.74
317144;1T;2025;2402143.9
317144;1T;2025;54340.73
317144;1T;2025;563693.82
317144;1T;2025;2717.47
317144;1T;2025;378186.61
317144;1T;2025;26232.58
317144;1T;2025;532815.36
317144;1T;2025;1399058.17
317144;1T;2025;14966386.34
317144;1T;2025;614538.17
317144;1T;2025;41094.73
317144;1T;2025;8063397.97
317144;1T;2025;107321.4
317144;1T;2025;445847.05
317144;1T;2025;11253407.39
317144;1T;2025;50889.8
317144;1T;2025;8300782.57
317144;1T;2025;736.41
317144;1T;2025;102.54
317144;1T;2025;23847231.48
317144;1T;2025;103668627.71
317144;1T;2025;6859981.03
317144;1T;2025;48980617.33
317144;1T;2025;9987388.99
317144;1T;2025;60931329.99
317144;1T;2025;46643197.61
317144;1T;2025;504277.13
317144;1T;2025;9976.33
317144;1T;2025;1134475.44
317144;1T;2025;16943156.32
317144;1T;2025;99524.01
317144;1T;2025;7219715.24
317144;1T;2025;128383.39
317144;1T;2025;14792406.14
317144;1T;2025;32015.96
317144;1T;2025;646438.64
317144;1T;2025;392300.42
317144;1T;2025;1561.39
317144;1T;2025;470127.91
317896;1T;2025;160653.89
317896;1T;2025;879027.21
317896;1T;2025;192926.06
317896;1T;2025;20648.81
317896;1T;2025;2477163.7
317896;1T;2025;3543.91
317896;1T;2025;474324.57
317896;1T;2025;968324.02
317896;1T;2025;15087.64
317896;1T;2025;1162750.02
317896;1T;2025;42975.12
317896;1T;2025;294913.29
317896;1T;2025;17235.42
317896;1T;2025;2266110.72
317896;1T;2025;4517.51
317896;1T;2025;556.0
317896;1T;2025;383.29
317896;1T;2025;245.0
317896;1T;2025;1436.27
313084;1T;2025;4707.49
313084;1T;2025;479335.83
313084;1T;2025;46445.5
313084;1T;2025;3348.21
313084;1T;2025;1169085.6
313084;1T;2025;1110.33
313084;1T;2025;584501.66
313084;1T;2025;46578.65
313084;1T;2025;2566.19
313084;1T;2025;1237765.22
313084;1T;2025;156368.12
313084;1T;2025;1868934.0
313084;1T;2025;103133.77
313084;1T;2025;5202.7
313084;1T;2025;3035698.03
313084;1T;2025;389512.49
313084;1T;2025;10542.38
313084;1T;2025;1325791.23
313084;1T;2025;475544.01
313084;1T;2025;769.35
313084;1T;2025;2125712.21
313084;1T;2025;1016387.32
313084;1T;2025;3734.34
313084;1T;2025;4153527.44
313084;1T;2025;18250.12
313084;1T;2025;298.04
313084;1T;2025;23985.69
313084;1T;2025;2733.09
313084;1T;2025;5466.18
313084;1T;2025;6360.3
313084;1T;2025;27655.28
313084;1T;2025;50749.85
313084;1T;2025;5466.18
313084;1T;2025;8199.27
313084;1T;2025;187.5
313084;1T;2025;43441.84
313084;1T;2025;7478.87
313084;1T;2025;426155.53
313084;1T;2025;22875.05
313084;1T;2025;135811.61
313084;1T;2025;5034.82
313084;1T;2025;194758.14
313084;1T;2025;29056.14
313084;1T;2025;477.1
313084;1T;2025;570976.52
313084;1T;2025;16625.73
313084;1T;2025;483180.89
313084;1T;2025;4695.7
313084;1T;2025;2952.51
313084;1T;2025;568614.68
313084;1T;2025;20586.92
313084;1T;2025;107.26
313084;1T;2025;125425.84
313084;1T;2025;171892.82
313084;1T;2025;143.33
314668;1T;2025;85049.29
314668;1T;2025;24713151.17
314668;1T;2025;8488291.5
314668;1T;2025;1037190.53
314668;1T;2025;380.0
314668;1T;2025;1980.0
314668;1T;2025;7205.46
314668;1T;2025;2339397.24
314668;1T;2025;594820.06
314668;1T;2025;6839959.39
314668;1T;2025;1238399.95
314668;1T;2025;1435120.81
314668;1T;2025;103.96
314668;1T;2025;11746873.14
314668;1T;2025;200.0
314668;1T;2025;1058577.06
314668;1T;2025;54410.0
314668;1T;2025;96477.69
314668;1T;2025;1654.61
314668;1T;2025;220804.03
314668;1T;2025;78574.28
315044;1T;2025;11080575.99
315044;1T;2025;1922782.21
315044;1T;2025;6314.78
315044;1T;2025;3199397.16
315044;1T;2025;346803.01
315044;1T;2025;107857.35
315044;1T;2025;319.41
315044;1T;2025;39298.0
315044;1T;2025;16324.75
315044;1T;2025;33173773.88
315044;1T;2025;7111194.87
315044;1T;2025;726453.96
315044;1T;2025;88173.99
315044;1T;2025;96310.64
315044;1T;2025;2434.27
315044;1T;2025;63817.25
315044;1T;2025;-7777.15
315796;1T;2025;5305.01
315796;1T;2025;265944.69
315796;1T;2025;104825.57
315796;1T;2025;64074.37
315796;1T;2025;366407.85
315796;1T;2025;136630.92
317144;1T;2025;956785.07
317144;1T;2025;2773565.05
317144;1T;2025;100521.1
313084;1T;2025;225205.93
313084;1T;2025;222.93
313084;1T;2025;141177.24
313084;1T;2025;5928.32
313084;1T;2025;9636.99
313084;1T;2025;750.0
313084;1T;2025;63846.0
313084;1T;2025;5064.63
313084;1T;2025;119166.17
313084;1T;2025;6704.8
313084;1T;2025;590.0
313084;1T;2025;46303.5
313084;1T;2025;35955.18
313084;1T;2025;298.21
313084;1T;2025;117411.86
313084;1T;2025;1826.82
313084;1T;2025;60782.34
313084;1T;2025;2868.0
313084;1T;2025;6386.67
313084;1T;2025;33000.0
313084;1T;2025;3545.37
314315;1T;2025;124658.62
314315;1T;2025;1467592.16
314315;1T;2025;377672.01
314315;1T;2025;1125069.43
318299;1T;2025;1381070.62
318299;1T;2025;32310683.96
318299;1T;2025;6973604.38
318299;1T;2025;107214.7
318299;1T;2025;23102185.85
318299;1T;2025;98869.89
318299;1T;2025;20667.68
318299;1T;2025;1058738.9
318299;1T;2025;52837.02
318299;1T;2025;286624.7
318299;1T;2025;106664.17
318299;1T;2025;200310.48
318299;1T;2025;3388.6
318299;1T;2025;191290.92
315265;1T;2025;120906.23
316873;1T;2025;5236597.54
316873;1T;2025;27512749.12
316873;1T;2025;294506.57
316873;1T;2025;216175.11
316873;1T;2025;1242833.6
316873;1T;2025;291.57
316873;1T;2025;424230.69
316873;1T;2025;78782.27
316873;1T;2025;327026.28
316873;1T;2025;11635.9
316873;1T;2025;882.18
313475;1T;2025;61897.78
313475;1T;2025;150513.0
313475;1T;2025;3322283.65
314218;1T;2025;988414.13
314218;1T;2025;86023.46
314218;1T;2025;26483050.67
314218;1T;2025;4934010.95
314218;1T;2025;1080669.17
314218;1T;2025;273537.2
314218;1T;2025;10134900.13
314218;1T;2025;584971.89
314218;1T;2025;192178.54
314218;1T;2025;35500.0
314218;1T;2025;5065957.77
314218;1T;2025;81804538.79
314218;1T;2025;2055553.76
314218;1T;2025;34891630.98
314218;1T;2025;1200.0
314218;1T;2025;44453.77
314218;1T;2025;40340.0
314218;1T;2025;36099.38
314218;1T;2025;783632.83
314218;1T;2025;23621.37
314218;1T;2025;562186.09
315567;1T;2025;33974619.36
315567;1T;2025;61482.8
315567;1T;2025;377557.12
315567;1T;2025;621101.59
315567;1T;2025;11188420.92
315567;1T;2025;1272616.17
315567;1T;2025;7363.5
322831;1T;2025;126660.11
322831;1T;2025;134427.92
322831;1T;2025;44118.3
322831;1T;2025;3107875.82
322831;1T;2025;610025.46
322831;1T;2025;1821474.85
322831;1T;2025;112147.78
322831;1T;2025;238205.55
322831;1T;2025;10485685.6
322831;1T;2025;727.16
322831;1T;2025;1673.98
322831;1T;2025;233255.32
322831;1T;2025;346738.58
322831;1T;2025;345282.77
322831;1T;2025;4321.23
322831;1T;2025;248315.4
322831;1T;2025;535840.5
322831;1T;2025;787767.13
322831;1T;2025;676520.24
322831;1T;2025;23026.47
322831;1T;2025;1433354.35
322831;1T;2025;795.59
322831;1T;2025;30213.94
322831;1T;2025;960.0
322831;1T;2025;4803.75
322831;1T;2025;104509.29
322831;1T;2025;1356.75
322831;1T;2025;17535.33
322831;1T;2025;957.63
322831;1T;2025;32820.68
323055;1T;2025;736323.2
323055;1T;2025;908421.35
323055;1T;2025;10877.34
323055;1T;2025;1626315.28
323055;1T;2025;237785.79
323055;1T;2025;1672812.07
323055;1T;2025;803818.75
323055;1T;2025;1019209.96
323055;1T;2025;3174.4
323055;1T;2025;1709398.37
323055;1T;2025;92880.59
323055;1T;2025;1968105.47
323055;1T;2025;18346.42
323055;1T;2025;746730.61
323055;1T;2025;9060.84
323055;1T;2025;16403.8
323055;1T;2025;1519980.26
323055;1T;2025;1.93
323055;1T;2025;3024.31
323055;1T;2025;112644.71
323055;1T;2025;899.88
323055;1T;2025;20703.37
323055;1T;2025;438.48
323055;1T;2025;134881.57
323055;1T;2025;649846.34
323055;1T;2025;1776.07
323055;1T;2025;566876.54
323055;1T;2025;20491.59
323055;1T;2025;884093.92
323055;1T;2025;9915.13
323055;1T;2025;97055.94
323055;1T;2025;217325.06
323055;1T;2025;371754.85
323055;1T;2025;164.11
319708;1T;2025;27675.57
319996;1T;2025;20805741.91
319996;1T;2025;17376090.15
319996;1T;2025;68608874.19
319996;1T;2025;11980783.05
319996;1T;2025;1664172.51
319996;1T;2025;1153.71
319996;1T;2025;3366.15
319996;1T;2025;4069.01
319996;1T;2025;128770.73
319996;1T;2025;277775.27
319996;1T;2025;32297.41
319996;1T;2025;105667493.37
319996;1T;2025;152454569.62
319996;1T;2025;122765918.72
319996;1T;2025;287170.15
319996;1T;2025;609351.68
319996;1T;2025;700259.48
320706;1T;2025;1161333.0
321273;1T;2025;479069.16
321273;1T;2025;6649707.47
321273;1T;2025;319104.04
321273;1T;2025;3166879.26
321273;1T;2025;177981.89
321273;1T;2025;17834962.72
321273;1T;2025;297950.26
321273;1T;2025;3438963.5
321273;1T;2025;165313.38
321273;1T;2025;3236268.02
321273;1T;2025;101348.68
321273;1T;2025;8139030.57
321273;1T;2025;33428.25
321273;1T;2025;13780668.74
321273;1T;2025;157076.44
321273;1T;2025;6340045.09
321273;1T;2025;1587525.07
321273;1T;2025;17372199.64
321273;1T;2025;712843.75
321273;1T;2025;8739541.86
321273;1T;2025;346632.6
321273;1T;2025;32144357.02
321273;1T;2025;42907803.81
321273;1T;2025;13749.65
321273;1T;2025;25660.89
321273;1T;2025;11138.15
321273;1T;2025;1484398.72
321273;1T;2025;6859.8
321273;1T;2025;1025667.9
321273;1T;2025;428414.85
321273;1T;2025;1122549.45
321273;1T;2025;508724.26
321273;1T;2025;33621150.38
321273;1T;2025;115592.44
321273;1T;2025;12568834.5
321273;1T;2025;16825.36
321273;1T;2025;74206.4
321273;1T;2025;49974.8
321273;1T;2025;3493.1
321273;1T;2025;44948.56
321273;1T;2025;29546.58
321273;1T;2025;302829.03
323055;1T;2025;617453.68
323055;1T;2025;19058.73
323055;1T;2025;664388.32
323055;1T;2025;6757.76
323055;1T;2025;5578.4
323055;1T;2025;10217.76
323055;1T;2025;15663.16
323055;1T;2025;356.88
323055;1T;2025;22668.49
323055;1T;2025;892.97
323055;1T;2025;21839.94
323055;1T;2025;1157.4
323055;1T;2025;2980.62
323055;1T;2025;20552.64
323942;1T;2025;93175.28
323942;1T;2025;3554115.43
323942;1T;2025;84733.87
323942;1T;2025;370263.49
323942;1T;2025;7115.98
323942;1T;2025;1123751.45
323942;1T;2025;216155.86
323942;1T;2025;3578429.08
323942;1T;2025;171371.22
323942;1T;2025;328642.65
323942;1T;2025;350.84
323942;1T;2025;703706.39
323942;1T;2025;750.0
323942;1T;2025;143659.2
323942;1T;2025;4195.0
323942;1T;2025;32483.0
323942;1T;2025;962.53
323942;1T;2025;4911.18
323942;1T;2025;184.86
323942;1T;2025;41693.44
318477;1T;2025;446600.76
318477;1T;2025;9653114.52
318477;1T;2025;2172456.61
318477;1T;2025;10023821.08
318477;1T;2025;121057.32
318477;1T;2025;2569005.05
318477;1T;2025;387332.43
318477;1T;2025;2482959.69
318477;1T;2025;16015.7
318477;1T;2025;1920.0
318477;1T;2025;14968.35
319996;1T;2025;407458.0
319996;1T;2025;763046.99
319996;1T;2025;541538.47
319996;1T;2025;591332.31
319996;1T;2025;60345.35
320706;1T;2025;2940043.29
320706;1T;2025;2420717.47
320706;1T;2025;295559.23
320706;1T;2025;24268086.06
320706;1T;2025;369426.58
320706;1T;2025;1171275.48
320706;1T;2025;776638.43
320706;1T;2025;103564.65
320706;1T;2025;7364354.27
320706;1T;2025;106533.0
320706;1T;2025;400053.51
320706;1T;2025;226279.14
320706;1T;2025;132100.0
320706;1T;2025;3213733.31
320706;1T;2025;26731.42
320706;1T;2025;2500820.43
320706;1T;2025;6402.22
320706;1T;2025;2813723.87
320706;1T;2025;2419363.63
320706;1T;2025;7330426.98
320706;1T;2025;4079673.98
320706;1T;2025;984162.74
320706;1T;2025;36912258.42
320706;1T;2025;893.73
320706;1T;2025;6557910.28
320706;1T;2025;377575.38
320706;1T;2025;558221.52
320706;1T;2025;505781.13
320706;1T;2025;224376.32
320706;1T;2025;5432530.32
320706;1T;2025;226960.06
320706;1T;2025;616843.15
320706;1T;2025;571061.25
320706;1T;2025;147867.65
320706;1T;2025;4086215.78
320706;1T;2025;3240.55
320706;1T;2025;16155.56
320706;1T;2025;10125.29
320706;1T;2025;10750.78
320706;1T;2025;112375.54
321044;1T;2025;5502759.01
321044;1T;2025;15380305.34
321044;1T;2025;1163626.05
321044;1T;2025;9682249.8
321044;1T;2025;2557512.8
321044;1T;2025;16957904.78
321044;1T;2025;12500668.48
321044;1T;2025;8658694.57
321044;1T;2025;498832.66
321044;1T;2025;16073688.75
321044;1T;2025;60332481.7
321044;1T;2025;3495075.06
321044;1T;2025;29518799.79
321044;1T;2025;10201268.87
321044;1T;2025;43013836.11
321044;1T;2025;93.0
321044;1T;2025;31328098.39
321044;1T;2025;827.28
321044;1T;2025;1631259.65
321044;1T;2025;3899862.43
321044;1T;2025;583419.12
321044;1T;2025;6309202.55
321044;1T;2025;1027576.04
321044;1T;2025;6706686.11
321044;1T;2025;250.66
321044;1T;2025;148168.01
321044;1T;2025;91961.26
320706;1T;2025;4580.0
320706;1T;2025;57771.7
320706;1T;2025;102614.03
320706;1T;2025;695.0
320706;1T;2025;596027.38
320706;1T;2025;1576.44
320706;1T;2025;1546.42
320706;1T;2025;1237.57
320706;1T;2025;399464.46
320862;1T;2025;183339.52
320862;1T;2025;1141499.56
320862;1T;2025;1092837.56
320862;1T;2025;3637.6
320862;1T;2025;1774133.76
320862;1T;2025;262633.21
320862;1T;2025;1632366.91
320862;1T;2025;1490650.1
320862;1T;2025;6178.62
320862;1T;2025;2533111.54
320862;1T;2025;15062.11
320862;1T;2025;3417448.76
320862;1T;2025;15497.59
320862;1T;2025;131091.91
320862;1T;2025;1734092.2
320862;1T;2025;2007922.68
320862;1T;2025;4337.93
320862;1T;2025;3061402.08
320862;1T;2025;1378.68
320862;1T;2025;833807.25
320862;1T;2025;4986925.74
320862;1T;2025;3418144.43
320862;1T;2025;11064.71
320862;1T;2025;3233710.41
320862;1T;2025;4978.55
320862;1T;2025;10797.95
320862;1T;2025;224.13
320862;1T;2025;12073.25
320862;1T;2025;64240.94
322326;1T;2025;9857.28
322326;1T;2025;304297.16
322326;1T;2025;307026.78
322326;1T;2025;84084.73
322326;1T;2025;669835.5
322326;1T;2025;9829.54
322326;1T;2025;414133.45
322326;1T;2025;338639.64
322326;1T;2025;58133.5
322326;1T;2025;538992.85
